ID,Upvotes
366953,194.7784411925153
71864,49.02978068458083
141692,33.406630935597434
316833,41.08992554097574
440445,304.7023111055351
3514,38.51771265082539
331420,77.5463270142763
406540,24.864313562285417
227379,78.50659819341143
331687,39.206367351090336
32784,41.773310936566446
470377,49.66814159296598
338103,36.989672358910724
29883,257.47193293576936
218228,43.380061942516505
70945,298.60867383768255
14328,57.922113747802
259947,121.296415115173
346378,504.74800665605045
384621,37.589912553289935
425418,35.801902084146775
131224,115.1223533916912
365408,51.21333928802633
218626,53.74986631823813
331722,55.36180690949726
310969,39.473642926649404
307391,127.10956364909737
14072,230.46896952370827
238694,32.981214051086226
213841,41.02857007075539
165258,76.46528862662109
123606,77.35737440608116
214062,51.534760256738934
279450,399.119509951917
178546,40.50277518415311
358455,41.217550615834796
386308,81.3392828059475
155592,47.8658310160435
200090,34.223942973062634
127308,34.74924767848293
449766,61.43817899789889
223688,86.87784715891513
442443,62.6624079428513
451259,394.7021183877175
87024,63.87497894837881
207529,179.12486577060716
196568,38.59173822122338
38258,180.95552093568085
387275,41.143886947711366
86152,55.642246293100754
302142,154.6715205194355
401268,348.94254137232485
307187,31.806045042344635
252388,35.58770785952498
844,46.033221387611945
105707,20.91259567404086
230309,20.846180050636804
362573,58.1620569915668
173751,81.51988776939245
349049,34.396723771968055
310466,28.480370640655536
205786,52.93536347668967
208358,66.19358564962522
440214,61.47684416123661
41343,36.83864031887265
427741,204.61496242421464
355001,44.98098762504952
137708,68.35541320330032
146326,300.72340939041067
220889,79.9831691653367
205742,1534.3788639256547
28737,49.64599783758584
292474,51.611073522827326
349149,49.44447476656691
46230,49.185796867404605
303160,99.67411678284486
292638,89.78673226945011
210116,59.848865616841465
55900,51.42610019540578
91135,43.245065647681855
452177,251.39485553963368
170628,35.71539405159612
237099,27.426420911202428
166022,53.120451025153585
175687,79.49664286201772
392847,61.36022119526547
454964,41.26680835521657
259259,64.8377331337318
289148,200.21548412350327
311134,35.08876679468426
62551,700.063186440673
336258,43.69578686065978
468049,66.82175316859298
22189,45.941413134091704
264888,22.208067946235985
451615,231.57648734380805
85004,38.1507838816203
375246,93.30779413558997
60204,50.72877740180175
126097,43.9485422821617
182425,4502.5898003365755
449937,74.87456230472824
442637,8813.817793344435
378184,45.61842319085318
357584,307.131417519255
383054,20.230061054813774
299871,44.87342266653877
152764,57.5279478200236
22064,43.88805624280951
416791,59.584354770280726
440686,95.31053065477235
44537,35.24597803960745
80203,37.00567770177042
81726,36.92862326369004
440068,258.59685277813793
109276,75.34886694127417
120567,32.9757789721352
169520,11.893279987127244
84443,44.02653248585844
139139,61.824017444747454
346145,13.481512667224138
75219,38.65732442031401
244042,33.92726535091268
6992,57.148007324740604
337741,66.09640806667431
20091,800.8486709986446
420761,78.90818244587604
101501,48.81507449077836
408598,944.1837515433535
306979,60.70338482933789
50260,52.63715849896897
21088,61.428376974673114
462951,74.45309732366607
196903,35.79036549946201
155361,150.78392410056645
51756,49.5572404998172
192022,42.76845555978636
384071,60.93550951026896
173305,673.9230503558196
56449,64.67120108967248
172164,37.28413996827754
341063,41.34729518031659
431990,31.32344626728667
342757,110.02730224527971
335181,42.27712910467372
121613,42.86306435546851
40216,82.30538393601924
116940,24.400814188385
351719,78.24098620684725
436421,35.19571017322252
173164,52.05122948285478
362350,50.132674741867305
357892,331.6506234453457
335957,62.734709434865806
192010,47.084047823060615
407412,62.446239680669066
19359,59.53467721961343
82078,32.701353528948744
375709,2212.074705014738
122137,62.74087554004589
244661,129.6764866827118
434900,6.885142845998416
54220,47.57735058426795
425162,41.806311738825
453118,58.32742698338353
373873,41.795641059271816
238415,535.6851321009642
53501,138.626168978697
67918,39.68822811826672
68982,49.644041385272544
81980,3.121409367983574
332015,57.903401681770305
171470,31.755382996091214
24209,63.26534358710086
396455,112.49166549212754
236372,65.51598895385186
29062,211.37956278610196
248733,31.39955223248728
43097,51.27747763298703
401490,48.14777118099457
181282,15.460742889626829
285264,43.44856785898503
386230,40.314077010250315
262238,10.761765578764198
226323,23.871503932872145
224589,97.86787373532155
61,30.920413506147668
120331,58.97296580893763
59519,37.65697953506063
263459,436.3675033192307
188774,788.5219879395486
157423,36.39908814857134
204323,683.03968090003
94807,30.81861838266417
130112,40.95585814084038
298030,179.1358788808326
361994,38.53735258231083
242867,5.7458780550199435
345301,47.16529130106693
404296,47.19214486792367
403325,28.92434519919118
78570,24.39892440341714
247119,84.62447864635857
433907,1079.9005698859196
51709,35.64225598176063
256743,36.72245316375643
132448,32.92002123675414
429148,59.48163698331763
384840,34.50020818862984
434864,203.59001721932006
317954,86.47551276835159
452061,41.75774652384186
85212,36.79011911027345
373284,1.8917551076210941
